,tt,type,ru,,
,Курносов ,proper,Курносов,,
,Лаврентьев ,proper,Лаврентьев,,
,Лихачев ,proper,Лихачев,,
,Лужков ,proper,Лужков,,
,Кутушев ,proper,Кутушев,,
,Лебедев ,proper,Лебедев,,
,Леонов ,proper,Леонов,,
,Локманов ,proper,Лукманов,,
,Ломоносов ,proper,Ломоносов,,
,Нарыков ,proper,Нарыков,,
,Насретдинов ,proper,Насрутдинов,,
,Нәҗметдинов ,proper,Назмутдинов,,
,Майлов ,proper,Майлов,,
,Максимов ,proper,Максимов,,
,Маликов ,proper,Маликов,,
,Матвеев ,proper,Матвеев,,
,Мәүлетов ,proper,Мавлютов,,
,Николаев ,proper,Николаев,,
,Нуретдинов ,proper,Нуретдинов,,
,Өметбаев ,proper,Умутбаев,,
,Мансуров ,proper,Мансуров,,
,Менделеев ,proper,Менделеев,,
,Мәсәлимов ,proper,Масалимов,,
,Маркелов ,proper,Маркелов,,
,Мәхмүтов ,proper,Махмутов,,
,Мифтахов ,proper,Мифтахов,,
,Михалков ,proper,Михалков,,
,Мостаев ,proper,Мустаев,,
,Мөхәммәтҗанов ,proper,Мухаметзянов,,
,Мөхәммәтов ,proper,Мухамметов,,
,Миңнеханов ,proper,Минниханов,,
,Минһаҗев ,proper,Мингазов,,
,Мириханов ,proper,Мириханов,,
,Миронов ,proper,Миронов,,
,Михайлов ,proper,Михайлов,,
,Моратов ,proper,Муратов,,
,Мөфлиханов ,proper,Муфлиханов,,
,Мөхәммәтдинов ,proper,Мухамметдинов,,
,Мәһдиев ,proper,Магдеев,,
,Мигунов ,proper,Мигунов,,
,Мингалиев ,proper,Мингалиев,,
,Миңнебаев ,proper,Миннибаев,,
,Миргалимов ,proper,Миргалимов,,
,Моисеев ,proper,Моисеев,,
,Мөслимов ,proper,Муслимов,,
,Муллачанов ,proper,Муллачанов,,
,Назарбаев ,proper,Назарбаев,,
,Мөхәррәмов ,proper,Мухаррамов,,
,Назаров ,proper,Назаров,,
,Саттаров ,proper,Саттаров,,
,Сахаров ,proper,Сахаров,,
,Свердлов ,proper,Свердлов,,
,Сәгъдиев ,proper,Сагдиев,,
,Сәгыйтов ,proper,Сагитов,,
,Сәйдәшев ,proper,Сайдашев,,
,Наумов ,proper,Наумов,,
,Нәбиев ,proper,Набиев,,
,Нәҗипов ,proper,Назипов,,
,Сәйфетдинов ,proper,Сайфутдинов,,
,Сәлахов ,proper,Салахов,,
,Сәлимҗанов ,proper,Салимзянов,,
,Сәләхов ,proper,Салахов,,
,Сергеев ,proper,Сергеев,,
,Сәмитов ,proper,Самитов,,
,Семенов ,proper,Семенов,,
,Насыйров ,proper,Насыров,,
,Сәлимов ,proper,Салимов,,
,Сердюков ,proper,Сердюков,,
,Нестеров ,proper,Нестеров,,
,Серов ,proper,Серов,,
,Сәфәров ,proper,Сафаров,,
,Сәхәбетдинов ,proper,Сахабутдинов,,
,Сәхәветдинов ,proper,Сахаутдинов,,
,Ногманов ,proper,Нугманов,,
,Сибәгатов ,proper,Сибагатов,,
,Ногъманов ,proper,Нугманов,,
,Сираҗетдинов ,proper,Сиразетдинов,,
,Носов ,proper,Носов,,
,Нургалиев ,proper,Нургалиев,,
,Ситдиков ,proper,Ситдиков,,
,Нуриев ,proper,Нуриев,,
,Ситдыйков ,proper,Ситдыков,,
,Соколов ,proper,Соколов,,
,Смирнов ,proper,Смирнов,,
,Нәфыйков ,proper,Нафиков,,
,Низаметдинов ,proper,Низаметдинов,,
,Солдатов ,proper,Солдатов,,
,Никифоров ,proper,Никифоров,,
,Сөләйманов ,proper,Сулейманов,,
,Соловьев ,proper,Соловьев,,
,Овчинников ,proper,Овчинников,,
,Орлов ,proper,Орлов,,
,Степанов ,proper,Степанов,,
,Солтанов ,proper,Султанов,,
,Нигъмәтҗанов ,proper,Нигматзянов,,
,Столяров ,proper,Столяров,,
,Низамов ,proper,Низамов,,
,Нугаев ,proper,Нугаев,,
,Нурмөхәммәтов ,proper,Нурмухамметов,,
,Суворов ,proper,Суворов,,
,Суриков ,proper,Суриков,,
,Сурков ,proper,Сурков,,
,Сыйтдиков ,proper,Ситдиков,,
,Павлов ,proper,Павлов,,
,Сыртланов ,proper,Сыртланов,,
,Памфилов ,proper,Памфилов,,
,Патрушев ,proper,Патрушев,,
,Сысоев ,proper,Сысоев,,
,Пахомов ,proper,Пахомов,,
,Петров ,proper,Петров,,
,Поварисов ,proper,Поварисов,,
,Поминов ,proper,Поминов,,
,Пономарев ,proper,Пономарев,,
,Таҗетдинов ,proper,Тазетдинов,,
,Тарпищев ,proper,Тарпищев,,
,Тарханов ,proper,Тарханов,,
,Таһиров ,proper,Тагиров,,
,Ташкалов ,proper,Ташкалов,,
,Тәминдаров ,proper,Таминдаров,,
,Попов ,proper,Попов,,
,Терегулов ,proper,Терегулов,,
,Терентьев ,proper,Терентьев,,
,Порохов ,proper,Порохов,,
,Тәһаутдинов ,proper,Тагаутдинов,,
,Привалов ,proper,Привалов,,
,Тәхәүтдинов ,proper,Тагаутдинов,,
,Примаков ,proper,Примаков,,
,Тәһәүтдинов ,proper,Тагаутдинов,,
,Прокопьев ,proper,Прокопьев,,
,Просвиряков ,proper,Просвиряков,,
,Тимаков ,proper,Тимаков,,
,Тимергалиев ,proper,Тимергалиев,,
,Прохоров ,proper,Прохоров,,
,Радов ,proper,Радов,,
,Рамазанов ,proper,Рамазанов,,
,Ратников ,proper,Ратников,,
,Тукаев ,proper,Тукаев,,
,Рәхимов ,proper,Рахимов,,
,Түләгәнов ,proper,Тулегенов,,
,Рәхимкулов ,proper,Рахимкулов,,
,Рәшитов ,proper,Рашитов,,
,Рәмиев ,proper,Рамиев,,
,Туишев ,proper,Туишев,,
,Умаров ,proper,Умаров,,
,Уразаев ,proper,Уразаев,,
,Фазлетдинов ,proper,Фазлетдинов,,
,Тимерҗанов ,proper,Тимерзянов,,
,Тимофеев ,proper,Тимофеев,,
,Ризатдинов ,proper,Ризатдинов,,
,Романов ,proper,Романов,,
,Сабирҗанов ,proper,Сабирзянов,,
,Сабитов ,proper,Сабитов,,
,Уразмәтов ,proper,Уразметов,,
,Сабиров ,proper,Сабиров,,
,Садретдинов ,proper,Садретдинов,,
,Садриев ,proper,Садриев,,
,Сайганов ,proper,Сайганов,,
,Садыйков ,proper,Садыков,,
,Тимашов ,proper,Тимашов,,
,Тимерханов ,proper,Тимерханов,,
,Тихомиров ,proper,Тихомиров,,
,Ткачев ,proper,Ткачев,,
,Толкачев ,proper,Толкачев,,
,Третьяков ,proper,Третьяков,,
,Туктаров ,proper,Туктаров,,
,Туполев ,proper,Туполев,,
,Усманов ,proper,Усманов,,
,Фазлыев ,proper,Фазлыев,,
,Салихов ,proper,Салихов,,
,Фатехов ,proper,Фатехов,,
,Саматов ,proper,Саматов,,
,Самитов ,proper,Самитов,,
,Сарбаев ,proper,Сарбаев,,
,Фәйзрахманов ,proper,Файзрахманов,,
,Фәррахов ,proper,Фаррахов,,
,Фәттахов ,proper,Фаттахов,,
,Фрадков ,proper,Фрадков,,
,Һадиев ,proper,Хадиев,,
,Фатыйхов ,proper,Фатыхов,,
,Федоров ,proper,Федоров,,
,Фәрдиев ,proper,Фардиев,,
,Фәрхетдинов ,proper,Фархутдинов,,
,Фетисов ,proper,Фетисов,,
,Фәхретдинов ,proper,Фахрутдинов,,
,Фәхриев ,proper,Фахриев,,
,Фазылҗанов ,proper,Фазылзянов,,
,Фәсхетдинов ,proper,Фасхутдинов,,
,Фәезханов ,proper,Фаизханов,,
,Фәтхетдинов ,proper,Фатхутдинов,,
,Филиппов ,proper,Филиппов,,
,Хаҗиев ,proper,Хаджиев,,
,Халиков ,proper,Халиков,,
,Халитов ,proper,Халитов,,
,Хаматов ,proper,Хаматов,,
,Хамматов ,proper,Хамматов,,
,Хансөяров ,proper,Хансевяров,,
,Харрасов ,proper,Харрасов,,
,Хамаев ,proper,Хамаев,,
,Ханнанов ,proper,Ханнанов,,
,Ханов ,proper,Ханов,,
,Харисов ,proper,Харисов,,
,Хафизов ,proper,Хафизов,,
,Хәлилов ,proper,Халилов,,
,Хәбиров ,proper,Хабиров,,
,Хәлимов ,proper,Халимов,,
,Хисамов ,proper,Хисамов,,
,Черкасов ,proper,Черкасов,,
,Чехов ,proper,Чехов,,
,Чириков ,proper,Чириков,,
,Хәлиуллов ,proper,Халиуллов,,
,Хәсәнов ,proper,Хасанов,,
,Хөсәенов ,proper,Хусаинов,,
,Черкесов ,proper,Черкесов,,
,Чирков ,proper,Чирков,,
,Чубаров ,proper,Чубаров,,
,Чуйков ,proper,Чуйков,,
,Шакирҗанов ,proper,Шакирзянов,,
,Швецов ,proper,Швецов,,
,Шәймәрдәнов ,proper,Шаймарданов,,
,Шәймиев ,proper,Шаймиев,,
,Шәйхетдинов ,proper,Шайхутдинов,,
,Шәрәпов ,proper,Шарапов,,
,Шәрәфиев ,proper,Шарафиев,,
,Шимков ,proper,Шимков,,
,Шиһабетдинов ,proper,Шигабутдинов,,
,Шиһапов ,proper,Шигапов,,
,Хәйретдинов ,proper,Хайрутдинов,,
,Шаров ,proper,Шаров,,
,Шаһиморатов ,proper,Шагиморатов,,
,Шәрипов ,proper,Шарипов,,
,Шонкоров ,proper,Шонкоров,,
,Шувалов ,proper,Шувалов,,
,Эстемиров ,proper,Эстемиров,,
,Юлаев ,proper,Юлаев,,
,Якубов ,proper,Якубов,,
,Хәлитов ,proper,Халитов,,
,Хисаметдинов ,proper,Хисамутдинов,,
,Чернышев ,proper,Чернышев,,
,Четаев ,proper,Четаев,,
,Чистяков ,proper,Чистяков,,
,Ямашев ,proper,Ямашев,,
,авиация ,noun feminine,авиация,,
,автомат ,noun masculine,автомат,,
,Хәкимов ,proper,Хакимов,,
,Хәмитов ,proper,Хамитов,,
,Хөснетдинов ,proper,Хуснутдинов,,
,Чернов ,proper,Чернов,,
,абруй ,noun,авторитет,,
,абруй ,proper,Абруй,,
,автовокзал ,noun,автовокзал,,
,автотранспорт ,noun,автотранспорт,,
,авырлык ,noun masculine,груз,,
,авырлык ,noun,трудность,,
,авырлык ,noun feminine,тяжесть,,
,Чуров ,proper,Чуров,,
,Шакиров ,proper,Шакиров,,
,Шаронов ,proper,Шаронов,,
,Шәймәрданов ,proper,Шаймарданов,,
,Шәймөхәммәтов ,proper,Шаймухамметов,,
,Шәйхелисламов ,proper,Шайхелисламов,,
,Шәмсетдинов ,proper,Шамсутдинов,,
,Шәфыйков ,proper,Шафиков,,
,агай ,noun masculine,брат,,
,Шаһивәлиев ,proper,Шагивалиев,,
,Шаһиәхмәтов ,proper,Шагиахметов,,
,Шахматов ,proper,Шахматов,,
,Шәйхразиев ,proper,Шайхразиев,,
,Шәрәфетдинов ,proper,Шарафутдинов,,
,Шәяхмәтов ,proper,Шаяхметов,,
,Шутиков ,proper,Шутиков,,
,Юсипов ,proper,Юсипов,,
,Шутов ,proper,Шутов,,
,Юламанов ,proper,Юламанов,,
,Юнысов ,proper,Юнусов,,
,Ягъфәров ,proper,Ягъфаров,,
,абзый ,noun masculine,брат,,
,абзый ,noun masculine,дядя,,
,абзый ,noun masculine,дядя,,
,авиакомпания ,noun,авиакомпания,,
,авиалиния ,noun,авиалиния,,
,Яковлев ,proper,Яковлев,,
,Якупов ,proper,Якупов,,
,авария ,noun feminine,авария,,
,авырту ,noun feminine,боль,,
,авыру ,noun feminine,болезнь,,
,авыру ,adjective masculine,больной,,
,авыру ,noun feminine,болезнь,,
,агайне ,noun,браток,,
,адвокат ,noun masculine,адвокат,,
,адвокат ,noun,адвокат,,
,агрегат ,noun,агрегат,,
,администрация ,noun feminine,администрация,,
,агроном ,noun,агроном,,
,акбур ,noun masculine,мел,,
,акбур ,adjective masculine,мелок,,
,аерма ,noun feminine,разница,,
,адмирал ,noun masculine,адмирал,,
,азамат ,noun,удалец,,
,азан ,noun,азан,,
,азык ,noun feminine,пища,,
,аксакал ,noun,аксакал,,
,азак ,noun masculine,конец,,
,азчылык ,noun,меньшинство,,
,академия ,noun,академия,,
,актер ,noun masculine,актёр,,
,актриса ,noun feminine,актриса,,
,акушер ,noun,акушер,,
,акция ,noun feminine,акция,,
,акыл ,noun masculine,разум,,
,акыл ,noun masculine,ум,,
,акыл ,nonetype,Разум,,
,алпавыт ,noun,барин,,
,алюминий ,noun masculine,алюминий,,
,алюминий ,noun masculine,алюминий,,
,аныклык ,noun feminine,ясность,,
,альянс ,noun,альянс,,
,ампер ,noun,ампер,,
,аң ,noun neuter,сознание,,
,аң ,noun,интеллект,,
,аң ,noun,сознание,,
,анкета ,noun,анкета,,
,антенна ,noun feminine,антенна,,
,акт ,noun masculine,акт,,
,акт ,noun masculine,акт,,
,акула ,noun feminine,акула,,
,акустика ,noun,акустика,,
,акционер ,noun,акционер,,
,алаша ,noun,мерин,,
,активист ,noun,активист,,
,албан ,noun,албанец,,
,апа ,noun feminine,сестра,,
,апа ,noun,тетя,,
,аппарат ,noun,аппарат,,
,аргамак ,noun masculine,конь,,
,аралык ,noun masculine,промежуток,,
,Аллаһ ,proper masculine,Аллах,,
,Аллаһ ,noun,бог,,
,алфавит ,noun,алфавит,,
,амбар ,noun masculine,амбар,,
,амбар ,noun,склад,,
,американ ,noun,американец,,
,анализ ,noun masculine,анализ,,
,ансамбль ,noun,ансамбль,,
,артиллерия ,noun,артиллерия,,
,археология ,noun,археология,,
,аръяк ,noun,заречье,,
,алмаз ,noun masculine,алмаз,,
,алмаз ,masculine,адамант,,
,алмаз ,masculine,диамант,,
,алмаз ,proper,Алмаз,,
,алъяпкыч ,noun masculine,фартук,,
,алъяпкыч ,nonetype,Фартук,,
,алым ,noun masculine,метод,,
,алым ,noun masculine,способ,,
,америкалы ,noun,американец,,
,аммиак ,noun masculine,аммиак,,
,амфитеатр ,noun,амфитеатр,,
,арфа ,noun feminine,арфа,,
