,tt,type,ru,,
,Моратов,proper,Муратов ,,
,Мөфлиханов,proper,Муфлиханов ,,
,Мөхәммәтдинов,proper,Мухамметдинов ,,
,Поминов,proper,Поминов ,,
,Мәһдиев,proper,Магдеев ,,
,Мигунов,proper,Мигунов ,,
,Пономарев,proper,Пономарев ,,
,Мингалиев,proper,Мингалиев ,,
,Миңнебаев,proper,Миннибаев ,,
,Миргалимов,proper,Миргалимов ,,
,Моисеев,proper,Моисеев ,,
,Попов,proper,Попов ,,
,Мөслимов,proper,Муслимов ,,
,Порохов,proper,Порохов ,,
,Привалов,proper,Привалов ,,
,Примаков,proper,Примаков ,,
,Прокопьев,proper,Прокопьев ,,
,Муллачанов,proper,Муллачанов ,,
,Просвиряков,proper,Просвиряков ,,
,Назарбаев,proper,Назарбаев ,,
,Прохоров,proper,Прохоров ,,
,Радов,proper,Радов ,,
,Рамазанов,proper,Рамазанов ,,
,Ратников,proper,Ратников ,,
,Рәхимов,proper,Рахимов ,,
,Рәхимкулов,proper,Рахимкулов ,,
,Рәшитов,proper,Рашитов ,,
,Рәмиев,proper,Рамиев ,,
,Мөхәррәмов,proper,Мухаррамов ,,
,Назаров,proper,Назаров ,,
,Ризатдинов,proper,Ризатдинов ,,
,Романов,proper,Романов ,,
,Сабирҗанов,proper,Сабирзянов ,,
,Сабитов,proper,Сабитов ,,
,Сабиров,proper,Сабиров ,,
,Садретдинов,proper,Садретдинов ,,
,Садриев,proper,Садриев ,,
,Сайганов,proper,Сайганов ,,
,Садыйков,proper,Садыков ,,
,Салихов,proper,Салихов ,,
,Саматов,proper,Саматов ,,
,Самитов,proper,Самитов ,,
,Сәмитов,proper,Самитов ,,
,Сарбаев,proper,Сарбаев ,,
,Наумов,proper,Наумов ,,
,Саттаров,proper,Саттаров ,,
,Нәбиев,proper,Набиев ,,
,Сахаров,proper,Сахаров ,,
,Нәҗипов,proper,Назипов ,,
,Свердлов,proper,Свердлов ,,
,Сәгъдиев,proper,Сагдиев ,,
,Сәгыйтов,proper,Сагитов ,,
,Сәйдәшев,proper,Сайдашев ,,
,Насыйров,proper,Насыров ,,
,Нестеров,proper,Нестеров ,,
,Ногманов,proper,Нугманов ,,
,Ногъманов,proper,Нугманов ,,
,Носов,proper,Носов ,,
,Нургалиев,proper,Нургалиев ,,
,Сәйфетдинов,proper,Сайфутдинов ,,
,Нуриев,proper,Нуриев ,,
,Сәлахов,proper,Салахов ,,
,Сәләхов,proper,Салахов ,,
,Сәлимҗанов,proper,Салимзянов ,,
,Сергеев,proper,Сергеев ,,
,Семенов,proper,Семенов ,,
,Сәлимов,proper,Салимов ,,
,Сердюков,proper,Сердюков ,,
,Нәфыйков,proper,Нафиков ,,
,Серов,proper,Серов ,,
,Низаметдинов,proper,Низаметдинов ,,
,Сәфәров,proper,Сафаров ,,
,Сәхәбетдинов,proper,Сахабутдинов ,,
,Никифоров,proper,Никифоров ,,
,Сәхәветдинов,proper,Сахаутдинов ,,
,Сибәгатов,proper,Сибагатов ,,
,Сираҗетдинов,proper,Сиразетдинов ,,
,Овчинников,proper,Овчинников ,,
,Орлов,proper,Орлов ,,
,Ситдиков,proper,Ситдиков ,,
,Сыйтдиков,proper,Ситдиков ,,
,Нигъмәтҗанов,proper,Нигматзянов ,,
,Низамов,proper,Низамов ,,
,Ситдыйков,proper,Ситдыков ,,
,Соколов,proper,Соколов ,,
,Смирнов,proper,Смирнов ,,
,Нугаев,proper,Нугаев ,,
,Солдатов,proper,Солдатов ,,
,Сөләйманов,proper,Сулейманов ,,
,Нурмөхәммәтов,proper,Нурмухамметов ,,
,Соловьев,proper,Соловьев ,,
,Степанов,proper,Степанов ,,
,Солтанов,proper,Султанов ,,
,Столяров,proper,Столяров ,,
,Суворов,proper,Суворов ,,
,Суриков,proper,Суриков ,,
,Сурков,proper,Сурков ,,
,Сыртланов,proper,Сыртланов ,,
,Сысоев,proper,Сысоев ,,
,Таҗетдинов,proper,Тазетдинов ,,
,Тарпищев,proper,Тарпищев ,,
,Тарханов,proper,Тарханов ,,
,Таһиров,proper,Тагиров ,,
,Ташкалов,proper,Ташкалов ,,
,Тәминдаров,proper,Таминдаров ,,
,Терегулов,proper,Терегулов ,,
,Терентьев,proper,Терентьев ,,
,Тәхәүтдинов,proper,Тагаутдинов ,,
,Тәһаутдинов,proper,Тагаутдинов ,,
,Тәһәүтдинов,proper,Тагаутдинов ,,
,Тимаков,proper,Тимаков ,,
,Тимергалиев,proper,Тимергалиев ,,
,Тукаев,proper,Тукаев ,,
,Түләгәнов,proper,Тулегенов ,,
,Туишев,proper,Туишев ,,
,Умаров,proper,Умаров ,,
,Уразаев,proper,Уразаев ,,
,Фазлетдинов,proper,Фазлетдинов ,,
,Тимерҗанов,proper,Тимерзянов ,,
,Тимофеев,proper,Тимофеев ,,
,Уразмәтов,proper,Уразметов ,,
,Тимашов,proper,Тимашов ,,
,Тимерханов,proper,Тимерханов ,,
,Тихомиров,proper,Тихомиров ,,
,Ткачев,proper,Ткачев ,,
,Толкачев,proper,Толкачев ,,
,Третьяков,proper,Третьяков ,,
,Туктаров,proper,Туктаров ,,
,Туполев,proper,Туполев ,,
,Усманов,proper,Усманов ,,
,Фазлыев,proper,Фазлыев ,,
,Фатехов,proper,Фатехов ,,
,Фәйзрахманов,proper,Файзрахманов ,,
,Фәррахов,proper,Фаррахов ,,
,Фәттахов,proper,Фаттахов ,,
,Фрадков,proper,Фрадков ,,
,Һадиев,proper,Хадиев ,,
,Фатыйхов,proper,Фатыхов ,,
,Федоров,proper,Федоров ,,
,Фәрдиев,proper,Фардиев ,,
,Фәрхетдинов,proper,Фархутдинов ,,
,Фетисов,proper,Фетисов ,,
,Фәхретдинов,proper,Фахрутдинов ,,
,Фәхриев,proper,Фахриев ,,
,Фазылҗанов,proper,Фазылзянов ,,
,Фәсхетдинов,proper,Фасхутдинов ,,
,Фәезханов,proper,Фаизханов ,,
,Фәтхетдинов,proper,Фатхутдинов ,,
,Филиппов,proper,Филиппов ,,
,Хаҗиев,proper,Хаджиев ,,
,Халиков,proper,Халиков ,,
,Халитов,proper,Халитов ,,
,Хәлитов,proper,Халитов ,,
,Хаматов,proper,Хаматов ,,
,Хамматов,proper,Хамматов ,,
,Хансөяров,proper,Хансевяров ,,
,Харрасов,proper,Харрасов ,,
,Хамаев,proper,Хамаев ,,
,Ханнанов,proper,Ханнанов ,,
,Ханов,proper,Ханов ,,
,Харисов,proper,Харисов ,,
,Хафизов,proper,Хафизов ,,
,Хәлилов,proper,Халилов ,,
,Хәбиров,proper,Хабиров ,,
,Хәлимов,proper,Халимов ,,
,Хисамов,proper,Хисамов ,,
,Черкасов,proper,Черкасов ,,
,Чехов,proper,Чехов ,,
,Чириков,proper,Чириков ,,
,Хәлиуллов,proper,Халиуллов ,,
,Хәсәнов,proper,Хасанов ,,
,Хөсәенов,proper,Хусаинов ,,
,Черкесов,proper,Черкесов ,,
,Чирков,proper,Чирков ,,
,Чубаров,proper,Чубаров ,,
,Чуйков,proper,Чуйков ,,
,Шакирҗанов,proper,Шакирзянов ,,
,Швецов,proper,Швецов ,,
,Шәймәрданов,proper,Шаймарданов ,,
,Шәймәрдәнов,proper,Шаймарданов ,,
,Шәймиев,proper,Шаймиев ,,
,Шәйхетдинов,proper,Шайхутдинов ,,
,Шәрәпов,proper,Шарапов ,,
,Шәрәфиев,proper,Шарафиев ,,
,Шимков,proper,Шимков ,,
,Шиһабетдинов,proper,Шигабутдинов ,,
,Шиһапов,proper,Шигапов ,,
,Хәйретдинов,proper,Хайрутдинов ,,
,Шаров,proper,Шаров ,,
,Шаһиморатов,proper,Шагиморатов ,,
,Шәрипов,proper,Шарипов ,,
,Шонкоров,proper,Шонкоров ,,
,Шувалов,proper,Шувалов ,,
,Эстемиров,proper,Эстемиров ,,
,Юлаев,proper,Юлаев ,,
,Якубов,proper,Якубов ,,
,Хисаметдинов,proper,Хисамутдинов ,,
,Чернышев,proper,Чернышев ,,
,Четаев,proper,Четаев ,,
,Чистяков,proper,Чистяков ,,
,Ямашев,proper,Ямашев ,,
,абсолют,noun,абсолют ,,
,авиация,noun,авиация ,,
,автомат,noun,автомат ,,
,Хәкимов,proper,Хакимов ,,
,Хәмитов,proper,Хамитов ,,
,Хөснетдинов,proper,Хуснутдинов ,,
,Чернов,proper,Чернов ,,
,арт,noun,позади ,,
,абруй,noun,авторитет ,,
,автовокзал,noun,автовокзал ,,
,автотранспорт,noun,автотранспорт ,,
,авырлык,noun,тяжесть ,,
,Чуров,proper,Чуров ,,
,Шакиров,proper,Шакиров ,,
,Шаронов,proper,Шаронов ,,
,Шәймөхәммәтов,proper,Шаймухамметов ,,
,Шәйхелисламов,proper,Шайхелисламов ,,
,Шәмсетдинов,proper,Шамсутдинов ,,
,Шәфыйков,proper,Шафиков ,,
,Шаһивәлиев,proper,Шагивалиев ,,
,Шаһиәхмәтов,proper,Шагиахметов ,,
,Шахматов,proper,Шахматов ,,
,Шәйхразиев,proper,Шайхразиев ,,
,Шәрәфетдинов,proper,Шарафутдинов ,,
,Шәяхмәтов,proper,Шаяхметов ,,
,Шутиков,proper,Шутиков ,,
,Юсипов,proper,Юсипов ,,
,Шутов,proper,Шутов ,,
,Юламанов,proper,Юламанов ,,
,Юнысов,proper,Юнусов ,,
,Ягъфәров,proper,Ягъфаров ,,
,абый,noun,дядя ,,
,Абзый,nonetype,дядя ,,
,абзый,noun,дядя ,,
,авиакомпания,noun,авиакомпания ,,
,авиалиния,noun,авиалиния ,,
,Яковлев,proper,Яковлев ,,
,Якупов,proper,Якупов ,,
,авария,noun,авария ,,
,авырту,noun,боль ,,
,ачы,nonetype,боль ,,
,сызлау,noun,боль ,,
,Авыру,nonetype,болезнь ,,
,авыру,noun,болезнь ,,
,чир,noun,болезнь ,,
,агайне,noun,браток ,,
,Адвокат,nonetype,адвокат ,,
,адвокат,noun,адвокат ,,
,агрегат,noun,агрегат ,,
,администрация,noun,администрация ,,
,агранум,nonetype,агроном ,,
,агроном,noun,агроном ,,
,акбур,noun,мел ,,
,бур,noun,мел ,,
,адым,noun,шаг ,,
,аерма,noun,разница ,,
,академик,noun,академик ,,
,акадимик,nonetype,академик ,,
,адмирал,noun,адмирал ,,
,азамат,noun,удалец ,,
,азан,noun,азан ,,
,аш,noun,пища ,,
,Ризык,nonetype,пища ,,
,азык,noun,пища ,,
,ризык,noun,пища ,,
,аксакал,noun,аксакал ,,
,азчылык,noun,меньшинство ,,
,академия,noun,академия ,,
,актер,noun,актёр ,,
,актёр,nonetype,актёр ,,
,актриса,noun,актриса ,,
,акушер,noun,акушер ,,
,акушир,nonetype,акушер ,,
,Уй,nonetype,ум ,,
,акыл,noun,ум ,,
,Алла,noun,бог ,,
,Аллаһ,noun,бог ,,
,Тәңре,noun,бог ,,
,Ходай,noun,бог ,,
,алла,nonetype,бог ,,
,тәңре,nonetype,бог ,,
,ходай,nonetype,бог ,,
,Тәңре,noun,бог ,,
,Ходай,noun,бог ,,
,алпавыт,noun,барин ,,
,Алюминий,nonetype,алюминий ,,
,алюминий,noun,алюминий ,,
,аныклык,noun,ясность ,,
,альянс,noun,альянс ,,
,ампер,noun,ампер ,,
,Аң,nonetype,сознание ,,
,аң,noun,сознание ,,
,ис,noun,сознание ,,
,һуш,noun,сознание ,,
,анкета,noun,анкета ,,
,антенна,noun,антенна ,,
,акула,noun,акула ,,
,акустика,noun,акустика ,,
,акционер,noun,акционер ,,
,алаша,noun,мерин ,,
,активист,noun,активист ,,
,албан,noun,албанец ,,
,апа,noun,сестра ,,
,сеңел,noun,сестра ,,
,кыз кардәш,nonetype,сестра ,,
,аппарат,noun,аппарат ,,
,машина,noun,аппарат ,,
,ара,noun,промежуток ,,
,аралык,noun,промежуток ,,
,аркан,noun,аркан ,,
,амбар,noun,амбар ,,
,Келәт,nonetype,амбар ,,
,америкалы,noun,американец ,,
,американ,noun,американец ,,
,Математик анализ,nonetype,анализ ,,
,анализ,noun,анализ ,,
,аңлатма,noun,объяснение ,,
,ансамбль,noun,ансамбль ,,
,артиллерия,noun,артиллерия ,,
,археология,noun,археология ,,
,аръяк,noun,заречье ,,
,аст,noun,низ ,,
,алмаз,noun,алмаз ,,
,Алмаз,proper,алмаз ,,
,алъяпкыч,noun,фартук ,,
,Алъяпкыч,nonetype,фартук ,,
,аммиак,noun,аммиак ,,
,амфитеатр,noun,амфитеатр ,,
,арфа,noun,арфа ,,
,археолог,noun,археолог ,,
,архиюлыг,nonetype,археолог ,,
,архипелаг,noun,архипелаг ,,
,архитектор,noun,архитектор ,,
,мигъмар,nonetype,архитектор ,,
,арыш,noun,рожь ,,
,аспект,noun,аспект ,,
,асфальт,noun,асфальт ,,
,ата,noun,отчий ,,
,апа,noun,тетя ,,
,арена,noun,арена ,,
,атлы,noun,всадник ,,
,аракы,noun,водка ,,
,водка,nonetype,водка ,,
,Аракы,nonetype,водка ,,
,аркылы,noun,поперечник ,,
,ау,noun,охота ,,
,афәт,noun,бедствие ,,
,каза,noun,бедствие ,,
,ахун,noun,ахун ,,
,ачу,noun,злоба ,,
,ахирәт,noun,светопреставление ,,
,кыямәт,noun,светопреставление ,,
,ачыклык,noun,открытость ,,
,аспирант,noun,аспирант ,,
,аспирантура,noun,аспирантура ,,
,ассистент,noun,ассистент ,,
,бaз,noun,погреб ,,
,нәүрәп,noun,погреб ,,
,дәү әти,noun,дедушка ,,
,бабай,nonetype,дедушка ,,
,бабакай,noun,дедушка ,,
,карт әти,noun,дедушка ,,
,аять,noun,аят ,,
,Аять,nonetype,аят ,,
,бабай,noun,дед ,,
,баба,noun,дед ,,
,дәү әти,nonetype,дед ,,
,бай,noun,богач ,,
,армия,noun,армия ,,
,çiru,nonetype,армия ,,
,гаскәр,noun,армия ,,
,чирү,nonetype,армия ,,
,арт,noun,зад ,,
,артым,noun,привес ,,
,аршын,noun,аршин ,,
,асбест,noun,асбест ,,
,атлет,noun,атлет ,,
,атлетика,noun,атлетика ,,
,бактерия,noun,бактерия ,,
,бал,noun,мёд ,,
,балл,noun,балл ,,
,баржа,noun,баржа ,,
,бар,noun,бар ,,
