,cv,type,ru,,
,австри,nonetype,Австрия ,,
,Албани,proper,Албания ,,
,албани,nonetype,Албания ,,
,Элĕк &lt;район центрĕ&gt;,nonetype,Аликово с. &lt;р-ный центр&gt; ,,
,Аляска &lt;çурутрав&gt;,nonetype,Аляска &lt;п-ов&gt; ,,
,Англи,proper,Англия ,,
,англи,nonetype,Англия ,,
,Арави,nonetype,Аравия ,,
,Архангельск &lt;хула&gt;,nonetype,Архангельск г. ,,
,Балеар утравĕсем,nonetype,Балеарские о-ва ,,
,Балтика тинĕсĕ,nonetype,Балтийское море ,,
,Балти тинӗсӗ,nonetype,Балтийское море ,,
,балти тинĕсĕ,nonetype,Балтийское море ,,
,Шурă тинĕс-Балтика каналĕ,nonetype,Беломорско-Балтийский канал ,,
,Мăн Çавал &lt;юханшыв&gt;,nonetype,Большой Цивиль р. ,,
,Ботнически залив,nonetype,Ботнический залив ,,
,Венгри,proper,Венгрия ,,
,венгри,nonetype,Венгрия ,,
,Атăлçи Пăлхар,nonetype,Волжская Булгария &lt;ист.&gt; ,,
,Вьетнам,nonetype,Вьетнам ,,
,вьетнам,nonetype,Вьетнам ,,
,Демократиллĕ Германи Республики,nonetype,ГДР ,,
,Гольфстрим,nonetype,Гольфстрим ,,
,Гренланди,nonetype,Гренландия ,,
,гренланди,nonetype,Гренландия ,,
,Адриатически тинĕс,nonetype,Адриатическое море ,,
,адриатика тинĕсĕ,nonetype,Адриатическое море ,,
,Улатăр &lt;хула, юханшыв&gt;,nonetype,Алатырь г. и р. ,,
,Элĕк районĕ,nonetype,Аликовский район ,,
,Альп тăвĕсем,nonetype,Альпы &lt;горы&gt; ,,
,Аппенин çурутравĕ,nonetype,Аппенинский п-ов ,,
,Арави тинĕсĕ,nonetype,Аравийское море ,,
,Атлантика океанĕ,nonetype,Атлантический океан ,,
,атлантика океанĕ,nonetype,Атлантический океан ,,
,Бавари,nonetype,Бавария ,,
,бавари,nonetype,Бавария ,,
,Баренц тинĕсĕ,nonetype,Баренцево море ,,
,Шурă тинĕс,nonetype,Белое море ,,
,Çывăхри Хĕвелтухаç,nonetype,Ближний Восток ,,
,Мăн Сĕнтĕр &lt;район центрĕ&gt;,nonetype,Большой Сундырь с. &lt;р-ный центр&gt; ,,
,Дарданел проливĕ,nonetype,Дарданеллы &lt;пролив&gt; ,,
,Ылтăн Орда,nonetype,Золотая Орда &lt;ист.&gt; ,,
,Инди океанĕ,nonetype,Индийскй океан ,,
,Ирак,nonetype,Ирак ,,
,ирак,nonetype,Ирак ,,
,Йошкар-Ола,nonetype,Йошкар-Ола ,,
,Канаш &lt;хула, район цент&gt;,nonetype,Канаш г. &lt;р-ный центр&gt; ,,
,Каролин утравĕсем,nonetype,Каролинские о-ва ,,
,Куславкка &lt;район центрĕ&gt;,nonetype,Козловка г. &lt;р-ный центр&gt; ,,
,Комсомольски районĕ,nonetype,Комсомольский р-н ,,
,Корея,nonetype,Корея ,,
,Хĕрлĕ Чутай &lt;район центрĕ&gt;,nonetype,Красные Читаи с. &lt;р-ный центр&gt; ,,
,Кувакино районĕ,nonetype,Кувакинский р-н ,,
,Лаптевсен тинесĕ,nonetype,Лаптевых море ,,
,Малайя архипелагĕ,nonetype,Малайский архипелаг ,,
,Сĕнтĕрвăрри &lt;район центрĕ&gt;,nonetype,Мариинский посад &lt;р-ный центр&gt; ,,
,Маршал утравĕсем,nonetype,Маршальские о-ва ,,
,Мордва,nonetype,Мордовия ,,
,Нагорно-Карабах,nonetype,Нагорный Карабах ,,
,Çĕнĕ Çĕр &lt;утрав&gt;,nonetype,Новая Земля о-в ,,
,Норманди,nonetype,Нормандия ,,
,Палестина,nonetype,Палестина ,,
,палестина,nonetype,Палестина ,,
,Пенсильвани,nonetype,Пенсильвания ,,
,пенсильвани,nonetype,Пенсильвания ,,
,Пиреней тăвĕсем,nonetype,Пиренеи горы ,,
,Пăрачкав &lt;район центрĕ&gt;,nonetype,Порецкое с. &lt;р-ный центр&gt; ,,
,Саксони,nonetype,Саксония ,,
,Çурçĕр Двина &lt;юханшыв&gt;,nonetype,Северная Двина р. ,,
,Чĕмпĕр &lt;хула&gt;,nonetype,Симбирск г. см. Ульяновск ,,
,Советски районĕ,nonetype,Советский р-н ,,
,Вăтам Атăл тăрăхĕ,nonetype,Среднее Поволжье ,,
,Трансиордани,nonetype,Трансиордания ,,
,Вăрмар &lt;район центрĕ&gt;,nonetype,Урмары пос. &lt;р-ный центр&gt; ,,
,Филадельфия &lt;хула&gt;,nonetype,Филадельфия г. ,,
,Çĕрпў &lt;хула, район центрĕ&gt;,nonetype,Цивильск г. &lt;р-ный центр&gt; ,,
,Чапаевски &lt;посёлок&gt;,nonetype,Чапаевский пос. ,,
,Чудски кўлĕ,nonetype,Чудское озеро ,,
,Чурачăк районĕ,nonetype,Чурачикский р-н ,,
,Шăхасан районĕ,nonetype,Шихазанский р-н ,,
,Çĕмĕрлĕ &lt;район центрĕ&gt;,nonetype,Шумерля г. &lt;р-ный центр&gt; ,,
,Кăнтăр Африка Республики &lt;ЮАР&gt;,nonetype,Южная Африканская республика &lt;ЮАР&gt; ,,
,Якути,nonetype,Якутия ,,
,Япони,proper,Япония ,,
,япони,nonetype,Япония ,,
,ав,nonetype,гнуть ,,
,авкала,nonetype,гнуть ,,
,авса ларт,nonetype,согнуть и оставить в таком положении ,,
,авал,nonetype,давным-давно ,,
,аваллăх,nonetype,далекое прошлое ,,
,авăк,nonetype,порывистый ,,
,кас-кас,nonetype,порывистый ,,
,авăн,nonetype,время обмолота ,,
,авăнса кĕр,nonetype,вогнуться ,,
,авăнса тух,nonetype,выгнуться ,,
,авăр,nonetype,глубокое место ,,
,авăн,nonetype,гнуться ,,
,авкалан,verb,гнуться ,,
,авлан,nonetype,жениться ,,
,авланса пăрах,nonetype,жениться ,,
,авланса яр,nonetype,жениться ,,
,качча ил,nonetype,жениться ,,
,Волхов гидроэлектростанцийĕ,nonetype,Волховская гидроэлектростанция ,,
,Вылă &lt;юханшыв&gt;,nonetype,Выла р. ,,
,Гибралтар проливĕ,nonetype,Гибралтар &lt;пролив&gt; ,,
,Голанди,nonetype,Голландия ,,
,Греци,nonetype,Греция ,,
,греци,nonetype,Греция ,,
,Франц Иосиф Çĕрĕ &lt;утрав&gt;,nonetype,Земля Франца Иосифа о-в ,,
,Инди,nonetype,Индия ,,
,инди,nonetype,Индия ,,
,Ионически тинĕс,nonetype,Ионическое море ,,
,Кавказ ту хырçи,nonetype,Кавказский хребет ,,
,Калинино районĕ,nonetype,Калининский р-н ,,
,Караиб тинĕсĕ,nonetype,Караибское море ,,
,Китай,nonetype,Китай ,,
,Колумби,nonetype,Колумбия ,,
,колумби,nonetype,Колумбия ,,
,Кордильер,nonetype,Кордильеры ,,
,Красноармейски &lt;район центрĕ&gt;,nonetype,Красноармейское с. &lt;р-ный центр&gt; ,,
,Кувакино &lt;район центрĕ&gt;,nonetype,Кувакино с. &lt;р-ный центр&gt; ,,
,Кўкеç районĕ,nonetype,Кугесский р-н ,,
,Македони,nonetype,Македония ,,
,Кĕçĕн Çавал &lt;юханшыв&gt;,nonetype,Малый Цивиль р. ,,
,Сĕнтĕрвăрри районĕ,nonetype,Мариинско-Посадский р-н ,,
,Муркаш &lt;район центрĕ&gt;,nonetype,Моргауши с. &lt;р-ный центр&gt; ,,
,Мускав &lt;хула&gt;,nonetype,Москва г. ,,
,Çĕнĕ Гвинея &lt;утрав&gt;,nonetype,Новая Гвинея о-в ,,
,Çĕнĕ Шупашкар &lt;хула&gt;,nonetype,Новочебоксарск г. ,,
,Онега кўлли,nonetype,Онежское озеро ,,
,Памир,nonetype,Памир ,,
,Пиреней çурутравĕ,nonetype,Пиренеи п-ов ,,
,Рига заливĕ,nonetype,Рижский залив ,,
,Сĕве &lt;юханшыв&gt;,nonetype,Свияга р. ,,
,Çурçĕр Крым каналĕ,nonetype,Северно-Крымский канал ,,
,Силези,nonetype,Силезия ,,
,Сурăм &lt;юханшыв&gt;,nonetype,Сорма р. ,,
,Вăтам Этĕш &lt;юханшыв&gt;,nonetype,Средний Аташ р. ,,
,Тирренски тенĕсĕ,nonetype,Тирренское море ,,
,Урал &lt;юханшыв&gt;,nonetype,Урал р. ,,
,Фергана улăхĕ,nonetype,Ферганская долина ,,
,Финлянди,proper,Финляндия ,,
,финлянди,nonetype,Финляндия ,,
,Цимлянски &lt;станица&gt;,nonetype,Цимлянская &lt;станица&gt; ,,
,Шупашкар &lt;хула&gt;,nonetype,Чебоксары г. ,,
,Чурачăк &lt;район центрĕ&gt;,nonetype,Чурачики с. &lt;р-ный центр&gt; ,,
,Швеци,nonetype,Швеция ,,
,швеци,nonetype,Швеция ,,
,Çĕмĕрлĕ районĕ,nonetype,Шумерлинский р-н ,,
,Эстони,proper,Эстония ,,
,эстони,nonetype,Эстония ,,
,Етĕрне районĕ,nonetype,Ядринский р-н ,,
,Елчĕк районĕ,nonetype,Яльчикский р-н ,,
,Япони тинĕсĕ,nonetype,Японское море ,,
,авса антар,nonetype,согнуть ,,
,авса хур,nonetype,пригнуть ,,
,аваллăх,nonetype,старина ,,
,авалтан,nonetype,исстари ,,
,аванланса кай,nonetype,улучшиться ,,
,авă,nonetype,вон ,,
,акă,nonetype,вон ,,
,авăн,nonetype,молотьба ,,
,аванса пĕт,nonetype,изогнуться ,,
,Азор утравĕсем,nonetype,Азорские острова ,,
,Александрия &lt;хула&gt;,nonetype,Александрия г. ,,
,Алтай ту хырçи,nonetype,Алтайский хребет ,,
,Амазонка &lt;юханшыв&gt;,nonetype,Амазонка р. ,,
,Энĕш &lt;юханшыв&gt;,nonetype,Аниш р. ,,
,Арал тинĕсĕ,nonetype,Аральское море ,,
,Африка,nonetype,Африка ,,
,африка,nonetype,Африка ,,
,Балкан &lt;тусем&gt;,nonetype,Балканы &lt;горы&gt; ,,
,Патăръел &lt;район центрĕ&gt;,nonetype,Батырево с. &lt;р-ный центр&gt; ,,
,Беринг тинĕсĕ,nonetype,Берингово море ,,
,Богеми,nonetype,Богемия ,,
,Босфор проливĕ,nonetype,Босфор &lt;пролив&gt; ,,
,Британи,nonetype,Британия ,,
,Вест-Инди,nonetype,Вест-Индия ,,
,Вăрнар &lt;район центрĕ&gt;,nonetype,Вурнары пос. &lt;р-ный центр&gt; ,,
,Гавай утравĕсем,nonetype,Гавайские острова ,,
,Гоби &lt;пушхир&gt;,nonetype,Гоби &lt;пустыня&gt; ,,
,Австрали,proper,Австралия ,,
,австрали,nonetype,Австралия ,,
,Азов тинĕсĕ,nonetype,Азовское море ,,
,Азов тинĕс,nonetype,Азовское море ,,
,Алеут утравĕсем,nonetype,Алеутские отстрова ,,
,Алма-Ата &lt;хула&gt;,nonetype,Алма-Ата г. ,,
,Амстердам &lt;хула&gt;,nonetype,Амстердам г. ,,
,Аппенин тăвĕсем,nonetype,Аппенины &lt;горы&gt; ,,
,Афин &lt;хула&gt;,nonetype,Афины г. ,,
,Балкан çурутравĕ,nonetype,Балканский п-ов ,,
,Пасна &lt;юханшыв&gt;,nonetype,Бездна р. ,,
,авлантар,nonetype,женить ,,
,авлантарса яр,nonetype,женить ,,
,айăккăн,nonetype,на боку ,,
,хăяккăн,nonetype,на боку ,,
,айăп,nonetype,провинность ,,
,айăплан,nonetype,обвиняться ,,
,айван,nonetype,простоватый ,,
,айванлан,nonetype,глупеть ,,
,айванлăх,nonetype,глупость ,,
,ак,nonetype,засевать ,,
,акса ту,nonetype,возделывать ,,
,акаçă,nonetype,сеятель ,,
,акăлчан,nonetype,англичанин ,,
,ал тымарĕ,nonetype,пульс ,,
,алăк хăлăпĕ,nonetype,ручка двери ,,
,алса,nonetype,рукавицы ,,
,ама,adjective,самка ,,
,Ама,nonetype,самка ,,
,анса кай,nonetype,провалиться ,,
,ан кала,nonetype,не говори ,,
,ана-çаран,nonetype,луга и пастбища ,,
